track_id,track_name,track_duration_ms,track_popularity,track_genres,album_id,album_name,album_release_date,album_label,artist_ids,artist_names,release_year,track_duration_sec
24G6lVLkwnH6Bl8qd2C82f,GET A JOB,200457,35,"['bass house', 'stutter house']",5hxEFrzzsk3yjdQ8Vdj4MW,GET A JOB,2026-01-16,,['1ic0FHNGIjXZAWH6O6Reif'],['Ship Wrek'],2026,200.457
4a1UArX9uL4trMks4wu8LZ,Crazy,125625,67,"['tech house', 'deep house', 'edm']",4xQKZ1vTOvkaPJWaA0AFEg,Crazy,2026-01-16,,"['21dVknSLCsK37cWozWDZZS', '4bXUaTjc7TQTvLqqCAlfYt', '1Cs0zKBU1kc0i8ypK3B9ai', '5x0OHHY63e9ikyPpyUUrst']","['Matt Sassari', 'Jack Back', 'David Guetta', 'Amira Eldine']",2026,125.625
4vxyrMlFHBmIFHEHwgcRqR,Bounce Like That,171034,47,"['hard techno', 'big room', 'hypertechno', 'acid techno', 'techno', 'tekno']",2x3EqTw9pWYRZn88Kx9rJy,Bounce Like That,2026-01-16,,['6ArtT03Hv9H55Y3EVa7d2V'],['The Rocketman'],2026,171.034
12uk73TLnkvQlueSNLLlZM,Positive Mental Attitude,151410,45,[],3W4YGSCP4rO1IlFj2OJHHT,Positive Mental Attitude,2026-01-16,,['2nm38smINjms1LtczR0Cei'],['Goodboys'],2026,151.41
5Gc4fbTUrQzqNGIWLaZHmC,Rave Baby,197200,25,"['melodic bass', 'edm', 'hypertechno', 'big room', 'vinahouse']",3jDrXPC1SlciGoCYe4YQLi,Rave Baby,2026-01-16,,"['6xQvQwZQQuq9R3TdPNbcR8', '6AtgLd3rwVPep5RSPWRQ1T', '4Wi32nMyDHreHb97iXd9zN']","['Bassjackers', 'WUKONG', 'Evil Twiin']",2026,197.2
2bLVojtkh60Rh0wK0TLwaf,Black & Gold,192937,54,[],7r71jB4J1FYwoHzb86xmD4,Black & Gold,2026-01-16,,"['4mncDFjVLUa3s025Tct3Ry', '6EP96GaItADv1rNqR2oGIR']","['Claptone', 'Hannah Boleyn']",2026,192.937
2libVw5xnVwelZ69K47bDz,Feel This Way,184085,63,"['drum and bass', 'bassline', 'house', 'uk garage', 'stutter house', 'hard house']",0BVGCcx3DWdTu1ComULh5k,Feel This Way,2026-01-16,,"['4zf8Awb8y1X9qwL4oiVRd6', '2dPLkqesvPXpIlP65JoLrf', '6K3xqGQiS7BLYG6llkAF24']","['Josh Baker', 'Silva Bumpa', 'Paige Cavell']",2026,184.085
1n7pkIXGPGK0d6Yd1p3L6V,Do It For The Girls (feat. Jalja),159545,52,"['tech house', 'house']",2N6MzDfkzG6cqacHxegu6C,Do It For The Girls (feat. Jalja),2026-01-16,,"['052B9SONfhoScw7dgYWw5o', '2KgiNo5JQEyIQdGv2Wyh4R']","['Biscits', 'Jalja']",2026,159.545
33J3hEIqCG8h5gF1aO0RNW,Words,145808,56,"['slap house', 'italo dance']",6krAOSRDqEqEqJsicgVwCP,Words,2026-01-16,,"['5ENS85nZShljwNgg4wFD7D', '0czTwfZBBvlvlOiypvDvwe']","['Gabry Ponte', 'Sam Harper']",2026,145.808
73GX54INzJBte2PuK23SNR,Fire II : Dragon Return,178874,39,"['eurodance', 'hypertechno', 'bounce', 'hard house', 'trance']",29bMEOIPpOUQRP6kLI5ZCf,Fire II : Dragon Return,2026-01-16,,"['7DYEJjAIWCn1DNttRqVomt', '2DKgCTJgSfP3AOoWsfVR67']","['Panteros666', 'Ctrl']",2026,178.874
5IXhBFUw8eaEhaOVpE3Mgn,Blacklight,173567,33,['progressive house'],5WuY5qFzgyUhJ2RUyITs5k,Blacklight,2026-01-16,,['39PhMWg1aAuuZcph0OXGu6'],['Deniz Koyu'],2026,173.567
4GPA1TVeRXZQH1eJiK2D9a,Peace Of Mind (Keep Talking),172500,49,"['tech house', 'bass house', 'g-house']",04t3uYOJyqhS8yLIVFThhR,Peace Of Mind (Keep Talking),2026-01-16,,['7HHxWuXHsKdcTbWDqqYbsY'],['BRANDON'],2026,172.5
