track_id,track_name,track_duration_ms,track_popularity,track_genres,album_id,album_name,album_release_date,album_label,artist_ids,artist_names,release_year,track_duration_sec,source_playlist_id,playlist_name,playlist_owner
7B9W7Qsy5M2kyUNjQYIEG8,DM,204293,64,"['k-pop', 'bubblegum pop']",2WT1URsANJa9zhPsqzspMR,Midnight Guest,2022-01-17,,['24nUVBIlCGi4twz4nYxJum'],['fromis_9'],2022,204.293,79wownAbGIcQUKxD0bkI90,THE BEST POP 2024,Jimin
7oQqeRSV38YqkRv2UGvmbS,WE GO,175946,57,"['k-pop', 'bubblegum pop']",5DPggk2zBmJYqtaUyLOlVW,9 WAY TICKET,2021-05-17,,['24nUVBIlCGi4twz4nYxJum'],['fromis_9'],2021,175.946,79wownAbGIcQUKxD0bkI90,THE BEST POP 2024,Jimin
2kIUILBPlz4exX9xIFS275,Lucky Girl Syndrome,140021,76,['k-pop'],6irebIc6UO8fN0jl4UlzBS,SUPER REAL ME,2024-03-25,,['36cgvBn0aadzOijnjjwqMN'],['ILLIT'],2024,140.021,79wownAbGIcQUKxD0bkI90,THE BEST POP 2024,Jimin
3r8RuvgbX9s7ammBn07D3W,Ditto,185506,80,['k-pop'],7bnqo1fdJU9nSfXQd3bSMe,Ditto,2022-12-19,,['6HvZYsbFfjnjFrWF950C9d'],['NewJeans'],2022,185.506,79wownAbGIcQUKxD0bkI90,THE BEST POP 2024,Jimin
5ocSQW5sIUIOFojwXEz9Ki,Supernatural,191000,78,['k-pop'],1FVw30SoC91lq1UZ6N9rwN,Supernatural,2024-06-21,,['6HvZYsbFfjnjFrWF950C9d'],['NewJeans'],2024,191.0,79wownAbGIcQUKxD0bkI90,THE BEST POP 2024,Jimin
1ZPwN2BYeKssfv4avkzyKI,Pimple,160000,63,['k-pop'],7CBwpeVQ27cWwyEYjByVH1,I'LL LIKE YOU,2024-10-21,,['36cgvBn0aadzOijnjjwqMN'],['ILLIT'],2024,160.0,79wownAbGIcQUKxD0bkI90,THE BEST POP 2024,Jimin
0yTFx0iWAbm2yAKcrIXe7O,still love me? (My Sweden Laundry #2),170866,30,[],6AfXs8y1KSRATouzb4vdf0,still love me? (My Sweden Laundry #2),2022-03-24,,['4W1tNmyyTGHjTBQpiQWRNr'],['Hayoung Song'],2022,170.866,79wownAbGIcQUKxD0bkI90,THE BEST POP 2024,Jimin
4Qshcwe6tbVMpTESfdXd12,### - ∞! Ver.,189146,32,['k-pop'],7dYXDbhpAP0L45wfo6SKSY,tripleS ∞! <アンタイトル>,2024-11-20,,['5Z71xE9prhpHrqL5thVMyK'],['tripleS'],2024,189.146,79wownAbGIcQUKxD0bkI90,THE BEST POP 2024,Jimin
4gxEY3Mh5FZZDAJAKPNrCS,CRAZY,164554,80,['k-pop'],6kAsgfuulBOuyYLytWX7e2,CRAZY (Party Remixes 1),2024-09-02,,['4SpbR6yFEvexJuaBpgAU5p'],['LE SSERAFIM'],2024,164.554,79wownAbGIcQUKxD0bkI90,THE BEST POP 2024,Jimin
0l9OsLo35t2HgSqLkJMT4G,My lovely killer,132472,45,['j-pop'],5z6e7ospoCedgVD1l9bMbm,My lovely killer,2024-05-08,,['2rUfBClgdqQ4Svcg0A6gIl'],['乃紫'],2024,132.472,79wownAbGIcQUKxD0bkI90,THE BEST POP 2024,Jimin
7hZ2wV0F3Ca17GTSYHH2f1,メトロシティ,200511,65,"['anime', 'j-pop']",3CMnxRCZE31EU1UQO571bd,メトロシティ,2024-09-25,,"['4TaSvnT5o4REFwhqfrmK27', '6WmXWHmfBMhupyIs8MSqtu']","['imase', 'natori']",2024,200.511,79wownAbGIcQUKxD0bkI90,THE BEST POP 2024,Jimin
