track_id,track_name,track_duration_ms,track_popularity,track_genres,album_id,album_name,album_release_date,album_label,artist_ids,artist_names,release_year,track_duration_sec,source_playlist_id,playlist_name,playlist_owner,user_id
0UWSpwkLFzCygKbpDNp0Op,Too Hot,201013,25,['k-pop'],0mlAE8UhWOY2xuRH9osgOa,<ASSEMBLE25>,2025-05-12,,['5Z71xE9prhpHrqL5thVMyK'],['tripleS'],2025,201.013,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
0Ol7uhYjodbXAKKarXdn6r,Girls Never Die,187920,45,['k-pop'],3jOqNyGf9Vq9VPOMPRVK1w,<ASSEMBLE24>,2024-05-08,,['5Z71xE9prhpHrqL5thVMyK'],['tripleS'],2024,187.92,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
7t4Z19BqZ23ExgdiOP0nf6,LIKE YOU BETTER,185026,72,"['k-pop', 'bubblegum pop']",3jGURiEnUi4OoN879bBz0V,From Our 20's,2025-06-25,,['24nUVBIlCGi4twz4nYxJum'],['fromis_9'],2025,185.026,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
6uosenLUNFZtOIih5T0qfV,LOVE ATTACK,181560,58,['k-pop'],0msC9kyzmtznRwIxwafISH,SCENEDROME,2024-08-27,,['5deOsjuFTKrNMJW3rKuL8S'],['RESCENE'],2024,181.56,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
6l0bVqiuv0HE7FxUG1TOkA,La La Love Me,185026,68,['k-pop'],7hc0DjpDJHNvVNF7a9PDNq,The 1st Album 'A Montage of ( )',2025-07-08,,['7Lq3yAtwi0Z7zpxEwbQQNZ'],['VIVIZ'],2025,185.026,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
21LesVOMCk5j8LqsFBvCc5,BEEP,164884,70,['k-pop'],29pYd9dV0UpmOmeoYGuj4e,BEEP,2025-06-09,,['6EB5QC7lGAu7bSuWQ416d4'],['izna'],2025,164.884,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
5EoV2HmAlkqN1XvsIjOBZZ,STYLE,209671,82,['k-pop'],2bCF7O4JPKcxtlOw7AtphB,STYLE,2025-06-18,,['1ZLU77nRzQIaP23mVSYpCQ'],['Hearts2Hearts'],2025,209.671,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
4JjJ1KNRrzqstSY0uDuys3,JUMP,164718,66,['k-pop'],2L5mYNO7vicA2geMVVY7QN,JUMP,2025-07-11,,['41MozSoPIsD1dJM0CLPjZF'],['BLACKPINK'],2025,164.718,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
0N3q34hFZX2S9jc4yPNyhF,あっちゅうま,142758,57,"['japanese indie', 'j-pop', 'j-r&b']",5YCPpXUx6kVMB6ModSMDN3,あっちゅうま,2025-06-27,,['6NufSYYINeynKg28cGEB2p'],['7co'],2025,142.758,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
5i8NWMVWvkYKjYPIeQv9ML,Pain Give Form,200100,55,"['japanese indie', 'j-rock', 'anime', 'j-pop']",60euHbS0x66nwArv5QGRdQ,Pain Give Form,2025-06-12,,['38WbKH6oKAZskBhqDFA8Uj'],['ZUTOMAYO'],2025,200.1,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
