track_id,track_name,track_duration_ms,track_popularity,track_genres,album_id,album_name,album_release_date,album_label,artist_ids,artist_names,release_year,track_duration_sec
1JVWoWfyD3jIxCCGc3iynP,The Anthem,257596,42,"['techno', 'acid techno', 'hard techno', 'hardcore techno', 'tekno']",1mcZ0PJqnb3Cx0o660GKVK,The Anthem,2025-07-04,,"['4cPhyd2BTkwlq4fyXo4riK', '7gQi6eKjgGNEExk2EIHeck']","['AREA ØNE', 'Jaimy Lorenzo']",2025,257.596
6YerwnfrVGahU53mFpXjvB,Daddy's In The Club,209395,58,"['hypertechno', 'eurodance', 'deep house', 'techno', 'trance', 'hard house']",1DelPHxFIgMYjpiphaMaqM,All Yours,2025-07-11,,"['0HHa7ZJZxUQlg5l2mB0N0f', '4lBSzo2LS8asEzoePv6VLM', '40DuSzxFswBymk0cjFnuqL']","['Marlon Hoffstadt', 'DJ Daddy Trance', 'Coach Harrison']",2025,209.395
5hxLcDcNh1PgdEZigIzsr9,Voice In My Head (feat. Makayla Phillips),223741,33,"['anime', 'bass house']",2bpkmpcuEiuFHRLkXr8ecP,Voice In My Head (feat. Makayla Phillips),2025-07-18,,"['3UFeSCo9XJzKNt0Y2Yq1Hb', '3jWmy4ZEloWRoAiMiHI9f7', '1smczP1QDorQcyiGA69tF6', '15HOfHbNWedCAcJ3Cm1mbc']","['Softest Chyl', 'Makayla Phillips', 'Softest Hard', 'CHYL']",2025,223.741
41TpNZA3eQXrLxQTncVph2,United in Trance,187445,53,"['future house', 'house', 'techno', 'acid techno']",5KYV3aAydAMqVtc6iJXNf4,United in Trance,2025-06-06,,['0ETJQforv5OXgDgidQv9qd'],['HI-LO'],2025,187.445
2EvLRh3pgB0ScEnNWD92Yc,Rolling,164800,58,"['big room', 'hypertechno', 'techno', 'acid techno', 'hard techno', 'tekno']",5hIEv7z1BwnIceZkS5mVpy,Rolling,2025-07-11,,"['0RMeG9M8QFzss9bAbq99KA', '6TVdVlY6irsNPkMHT2HkfD']","['Maddix', 'Space 92']",2025,164.8
7oJHO6r8Rh4PbDcQflvmOQ,Loca,246221,49,"['minimal techno', 'tech house', 'techno', 'acid techno']",7jvBgKQK4ALnqRoxGQbktc,Explorer Vol. 1,2025-07-11,,"['1btv9qmIpbp7q1ixCYNdHu', '3C046bLxNmvBQyaucinAhf']","['Adam Beyer', 'Julian Jeweil']",2025,246.221
1ARCcSZZxxlBmj0cPfzcRp,Push (feat. Kyozo),257653,31,"['minimal techno', 'techno', 'acid techno', 'melodic techno', 'tech house']",7jvBgKQK4ALnqRoxGQbktc,Explorer Vol. 1,2025-07-11,,"['1btv9qmIpbp7q1ixCYNdHu', '6RvOjSdkA47bpr5qejYm1v']","['Adam Beyer', 'Kyozo']",2025,257.653
7JiOFENjxCiiaDph30zLb0,The Way We Do,241751,28,"['minimal techno', 'techno', 'acid techno', 'afro house', 'hard techno']",5taW8O1BE8McIr3VwhBiKb,The Way We Do,2025-07-18,,"['2OpUrUeIF1sqWHwSbMPNkB', '46OXBHYcQw8bZGwwVlUNdX']","['Spartaque', 'As Ide']",2025,241.751
3JR452J4TX2mlvD40X6mwq,Heaven Knows,273230,26,"['acid house', 'indie dance', 'chicago house']",3n01BVJWSbqy2KwgEatkvc,Heaven Knows,2025-06-20,,['3qBqW8kIRZbPxbSgAyP7ls'],['Alinka'],2025,273.23
4z510xfhROCrnpDU28jnLB,Pedicure Princess,195361,52,[],1J4ck23JjAzM8AycwW5lgH,Into The Bounce,2025-07-04,,['1QEd635szhierW6gzRiS1o'],['Hannah Laing'],2025,195.361
5SECgqdGj8zvvKkPIvJmWx,Nasty,163270,22,"['hard house', 'trance']",1gBh1GBJfoK9aKnSxwPFLG,Nasty,2025-07-18,,['5zFtqMfPtmGuKZEjepbVDW'],['BK'],2025,163.27
63NFQS7fqGHgkSFuhgnvkz,Go Low,159473,39,"['hard techno', 'techno', 'acid techno']",1UkfaxL4ae17HuvDPcvIHI,Go Low,2025-07-04,,['0hReHYoLJG38QBwYIZ8zKs'],['AKKI (DE)'],2025,159.473
2GUrtQCzqhDaaUq1UbAVTR,AI Love You,199750,34,"['minimal techno', 'techno', 'tech house']",2mmgW0dbmKlBy80fZgGL6n,AI Love You,2025-07-11,,['7ixDtqtITfqx5lZQGh5gKe'],['Nicole Moudaber'],2025,199.75
1WK49GVvoq1uODrOMLyclf,Das Pixel - Kalt Mix,278260,27,"['techno', 'acid techno', 'hard techno', 'acid house', 'tekno']",2aQR32nExgPZfJRKEIE3c5,Das Pixel (Kalt Mix),2025-07-18,,"['4xfA60YoR4UbBxuOn9WXJq', '5a2GwY75dkBaqKWnKFjlbc']","['A*S*Y*S', 'Dominik Schwarz']",2025,278.26
350G7TlG1VbNr1O0AJM7wV,Make It Count,213327,0,"['big room', 'trance', 'progressive house', 'electronica', 'progressive trance', 'edm']",0S1SKVI7D7OKqSgTVFQeku,Breathe,2025-06-27,,"['0SfsnGyD8FpIN4U4WCkBZ5', '0iPzFfhXb2ilEodYsMoUX4']","['Armin van Buuren', 'Justus']",2025,213.327
3s0mUcA2Y6NitFgvixRRPT,The Orange Theme,186838,54,"['future house', 'hypertechno', 'techno', 'acid techno', 'house']",3qfoTfu82HfZQjY6xijaiw,The Orange Theme,2025-07-04,,"['0ETJQforv5OXgDgidQv9qd', '7hHvec5hQk2LtFSe1pIDU3', '5nki7yRhxgM509M5ADlN1p']","['HI-LO', 'Tai Woffinden', 'Oliver Heldens']",2025,186.838
